ds;y;High;Low;Close;Adj Close;Volume
2018-09-19;11946.582031;12142.258789;11884.790039;11999.106445;8415.161133;218951
2018-09-20;12008.375000;12191.693359;11940.403320;12054.719727;8454.165039;269357
2018-09-21;12090.765625;12433.714844;12080.466797;12433.714844;8719.959961;322253
2018-09-24;12425.475586;12506.835938;12108.273438;12272.023438;8606.563477;212363
2018-09-25;12255.545898;12336.906250;12153.587891;12314.249023;8636.176758;162041
2018-09-26;12314.249023;12355.443359;12234.948242;12241.126953;8584.895508;102306
2018-09-27;12229.798828;12286.442383;12108.273438;12183.454102;8544.448242;315835
2018-09-28;11503.734375;11801.369141;11432.672852;11728.248047;8784.745117;310435
2018-01-10;11771.502930;11873.460938;11587.155273;11644.828125;8722.260742;152485
2018-02-10;11677.784180;11733.397461;11489.316406;11564.498047;8662.092773;121199
2018-03-10;11535.661133;11849.773438;11535.661133;11704.560547;8767.002930;163383
2018-04-10;11750.905273;11785.920898;11644.828125;11757.084961;8806.345703;97319
2018-05-10;11749.875977;11750.905273;11583.035156;11629.379883;8710.691406;86425
2018-08-10;11666.455078;11739.577148;11627.320313;11659.246094;8733.061523;76188
2018-09-10;11680.874023;11852.863281;11664.395508;11743.696289;8796.317383;87323
2018-10-10;11761.204102;11998.076172;11690.142578;11715.889648;8775.487305;178253
2018-11-10;11555.228516;11622.170898;11446.061523;11589.214844;8680.606445;175347
2018-12-10;11627.320313;11664.395508;11475.927734;11503.734375;8616.579102;146055
2018-10-15;11483.137695;11509.914063;11339.984375;11419.285156;8553.325195;164682
2018-10-16;11430.613281;11600.542969;11385.298828;11600.542969;8689.091797;131686
2018-10-17;11602.603516;11812.698242;11590.244141;11771.502930;8817.144531;107684
2018-10-18;11764.293945;11764.293945;11593.333984;11699.412109;8763.146484;111963
2018-10-19;11706.621094;11829.175781;11622.170898;11717.949219;8777.031250;136831
2018-10-22;11740.606445;11925.984375;11617.021484;11628.349609;8709.918945;132939
2018-10-23;11611.872070;11626.290039;11410.015625;11476.958008;8596.524414;113439
2018-10-24;11442.971680;11565.527344;11354.402344;11354.402344;8504.726563;163852
2018-10-25;11326.595703;11405.896484;11194.771484;11227.727539;8409.842773;185765
2018-10-26;11195.801758;11240.085938;10885.808594;10930.092773;8186.907715;185614
2018-10-29;10956.870117;11091.784180;10870.360352;10998.064453;8237.820313;95001
2018-10-30;10975.407227;11088.694336;10928.033203;11021.751953;8255.563477;106978
2018-10-31;11070.156250;11328.655273;11060.887695;11328.655273;8485.441406;149774
2018-01-11;11277.162109;11586.125000;11235.966797;11586.125000;8678.291992;183326
2018-02-11;11597.454102;11812.698242;11570.676758;11812.698242;8848.000977;276762
2018-06-11;11771.502930;11934.223633;11660.276367;11910.536133;8921.284180;131155
2018-07-11;11886.849609;12044.420898;11803.429688;12044.420898;9021.566406;144897
2018-08-11;12011.464844;12101.064453;11916.715820;12047.510742;9023.880859;117975
2018-09-11;11980.568359;12042.361328;11874.491211;12038.241211;9016.939453;165129
2018-12-11;12049.570313;12054.719727;11941.432617;11954.821289;8954.454102;72717
2018-11-13;11956.880859;12067.078125;11905.386719;11954.821289;8954.454102;93811
2018-11-14;11918.775391;12034.122070;11865.221680;12032.062500;9012.309570;90871
2018-11-15;12041.331055;12223.619141;11980.568359;12050.599609;9026.195313;131459
2018-11-16;12094.884766;12164.916016;11923.924805;12063.988281;9036.223633;113986
2018-11-19;12070.167969;12203.021484;12040.300781;12096.944336;9060.908203;103152
2018-11-20;12059.869141;12111.362305;11941.432617;12092.825195;9057.823242;100803
2018-11-21;12038.241211;12193.752930;12009.405273;12173.155273;9117.992188;107839
2018-11-22;12173.155273;12255.545898;12101.064453;12230.828125;9161.189453;102386
2018-11-23;12203.021484;12342.055664;12140.199219;12311.159180;9221.360352;126178
2018-11-26;12311.159180;12385.310547;11964.089844;12316.308594;9225.217773;208735
2018-11-27;12312.188477;12748.857422;12303.950195;12748.857422;9549.207031;253124
2018-11-28;12720.020508;13177.286133;12689.124023;13151.539063;9850.824219;240661
2018-11-29;13162.868164;13357.514648;13028.983398;13070.178711;9789.884766;213552
2018-11-30;13048.551758;13171.107422;12928.055664;13118.583008;9826.140625;226716
2018-03-12;13170.077148;13380.171875;13081.507813;13199.943359;9887.082031;128797
2018-04-12;13179.345703;13272.035156;12844.635742;13044.431641;9770.600586;199160
2018-05-12;12946.593750;13203.033203;12851.844727;13203.033203;9889.395508;139304
2018-06-12;13090.776367;13155.659180;12947.623047;13078.417969;9796.055664;89528
2018-07-12;13100.045898;13135.061523;13027.954102;13125.791992;9831.540039;94086
2018-10-12;13079.448242;13193.764648;12999.117188;13007.356445;9742.829102;98300
2018-11-12;13007.356445;13164.927734;12905.398438;13118.583008;9826.140625;117182
2018-12-12;13181.406250;13320.439453;13082.537109;13275.125000;9943.394531;126464
2018-12-13;13287.483398;13627.342773;13259.676758;13614.984375;10197.958008;197332
2018-12-14;13613.954102;13614.984375;13444.024414;13553.191406;10151.672852;98492
2018-12-17;13502.727539;13893.051758;13502.727539;13747.838867;10297.467773;140211
2018-12-18;13604.685547;13722.091797;13525.384766;13606.745117;10191.785156;131953
2018-12-19;13624.252930;13624.252930;13327.648438;13517.145508;10124.673828;149794
2018-12-20;13491.399414;13611.894531;13290.573242;13611.894531;10195.643555;164744
2018-12-21;13553.191406;13570.699219;13298.811523;13402.829102;10039.048828;152637
2018-12-24;13385.321289;13398.709961;13101.075195;13164.927734;9860.854492;59951
2018-12-25;13080.477539;13081.507813;12833.306641;12930.115234;9684.974609;56930
2018-12-26;12937.325195;13278.213867;12937.325195;13251.437500;9925.651367;67067
2018-12-27;13384.291992;13384.291992;13198.914063;13274.094727;9942.622070;96288
2018-12-28;13340.006836;13548.041992;13279.244141;13463.591797;10084.559570;81229
2019-03-01;13365.753906;13432.696289;13234.958984;13381.202148;10022.849609;61657
2019-04-01;13410.039063;13465.652344;13320.439453;13460.502930;10082.247070;56209
2019-08-01;13485.219727;13520.235352;13419.307617;13520.235352;10126.988281;77456
2019-09-01;13568.639648;13714.882813;13556.281250;13624.252930;10204.899414;87888
2019-10-01;13630.432617;13741.659180;13529.504883;13741.659180;10292.838867;103300
2019-11-01;13751.958008;13949.694336;13705.613281;13838.467773;10365.351563;125449
2019-01-14;13754.017578;13836.408203;13673.687500;13789.033203;10328.324219;83633
2019-01-15;13800.362305;13863.184570;13618.074219;13789.033203;10328.324219;136100
2019-01-16;13786.973633;13786.973633;13534.654297;13573.789063;10167.101563;80797
2019-01-17;13594.386719;13706.643555;13459.472656;13678.836914;10245.785156;139918
2019-01-18;13732.390625;13778.735352;13605.715820;13758.137695;10305.183594;84439
2019-01-21;13774.615234;13774.615234;13706.643555;13751.958008;10300.554688;45407
2019-01-22;13714.882813;13736.509766;13628.373047;13703.553711;10264.298828;102344
2019-01-23;13716.942383;13802.421875;13652.059570;13777.705078;10319.839844;105833
2019-01-24;13764.316406;13845.676758;13681.926758;13768.436523;10312.895508;111127
2019-01-25;13774.615234;13874.513672;13668.538086;13709.733398;10268.926758;119697
2019-01-28;13712.822266;13734.450195;13451.233398;13480.070313;10096.903320;101375
2019-01-29;13491.399414;13656.179688;13389.441406;13656.179688;10228.814453;114115
2019-01-30;13655.149414;14046.502930;13586.147461;14046.502930;10521.175781;229249
2019-01-31;14073.280273;14315.300781;14002.218750;14002.218750;10488.005859;220625
2019-01-02;14006.337891;14169.058594;13903.349609;13938.366211;10440.177734;129314
2019-04-02;13938.366211;14033.114258;13882.752930;13903.349609;10413.948242;74236
2019-05-02;13975.441406;14103.146484;13903.349609;13993.979492;10481.833984;86693
2019-06-02;13996.039063;14199.955078;13991.919922;14099.027344;10560.517578;114101
2019-07-02;14088.728516;14125.803711;13969.262695;14057.832031;10529.661133;88994
2019-08-02;14014.577148;14148.460938;13989.859375;14142.281250;10592.916016;64135
2019-11-02;14129.922852;14199.955078;14092.847656;14111.385742;10569.775391;88587
2019-12-02;14164.939453;14202.014648;14129.922852;14191.715820;10629.943359;83180
2019-02-13;14210.253906;14210.253906;13946.604492;13956.903320;10454.063477;94345
2019-02-14;13870.393555;14169.058594;13870.393555;14150.520508;10599.086914;124630
2019-02-15;14162.878906;14302.942383;14084.608398;14160.819336;10606.800781;131680
2019-02-18;14160.819336;14160.819336;13961.023438;14068.130859;10537.375000;94631
2019-02-19;14076.369141;14212.313477;13989.859375;14212.313477;10645.372070;103270
2019-02-20;14232.911133;14683.997070;14216.432617;14675.758789;10992.503906;212008
2019-02-21;14686.057617;14686.057617;14381.213867;14471.842773;10839.766602;128434
2019-02-22;14469.783203;14605.726563;14414.169922;14543.933594;10893.762695;92062
2019-02-25;14562.471680;15042.394531;14562.471680;15030.036133;11257.865234;238170
2019-02-26;15013.558594;15095.948242;14799.343750;14850.837891;11123.641602;196475
2019-02-27;14871.435547;14964.124023;14605.726563;14729.312500;11032.616211;123404
2019-02-28;14727.251953;14749.909180;14510.977539;14535.695313;10887.592773;172060
2019-01-03;14597.487305;14665.459961;14486.260742;14521.276367;10876.792969;99062
2019-04-03;14537.754883;14537.754883;14199.955078;14206.133789;10640.743164;157610
2019-05-03;14129.922852;14216.432617;14039.293945;14181.416992;10622.229492;110849
2019-06-03;14245.269531;14960.004883;14245.269531;14873.495117;11140.612305;309515
2019-07-03;14881.734375;15032.095703;14778.746094;14873.495117;11140.612305;234592
2019-11-03;14799.343750;14865.255859;14465.663086;14587.188477;10926.161133;287806
2019-12-03;14651.041016;14900.271484;14599.547852;14819.941406;11100.499023;229061
2019-03-13;14191.715820;14420.348633;14166.999023;14228.791016;10657.713867;1248141
2019-03-14;14286.464844;14418.289063;14263.807617;14362.675781;10757.997070;332413
2019-03-15;14407.990234;14640.742188;14407.990234;14605.726563;10940.047852;221283
2019-03-18;14651.041016;14727.251953;14525.396484;14710.774414;11018.729492;220291
2019-03-19;14737.550781;14850.837891;14675.758789;14766.387695;11060.386719;207309
2019-03-20;14822.000977;14865.255859;14651.041016;14725.192383;11029.531250;191233
2019-03-21;14743.730469;14778.746094;14578.950195;14721.073242;11026.445313;193509
2019-03-22;14727.251953;14756.088867;14599.547852;14706.654297;11015.644531;151000
2019-03-25;14648.981445;14764.328125;14527.456055;14727.251953;11031.073242;148013
2019-03-26;14762.268555;14830.240234;14665.459961;14721.073242;11026.445313;225947
2019-03-27;14521.276367;14576.890625;14187.596680;14337.958984;10739.483398;415718
2019-03-28;14259.687500;14313.241211;13802.421875;13868.333984;10387.722656;326467
2019-03-29;13858.035156;14140.221680;13820.959961;14012.517578;10495.718750;180823
2019-01-04;14129.922852;14469.783203;14121.684570;14463.603516;10833.593750;146043
2019-02-04;14416.229492;14618.084961;14407.990234;14568.651367;10912.277344;171546
2019-03-04;14624.264648;14716.953125;14490.380859;14667.519531;10986.332031;217009
2019-04-04;14595.427734;14708.714844;14545.994141;14673.698242;10990.960938;118344
2019-05-04;14706.654297;14830.240234;14692.236328;14770.506836;11063.472656;137637
2019-08-04;14768.447266;14850.837891;14683.997070;14721.073242;11026.445313;79081
2019-09-04;14776.686523;14846.717773;14683.997070;14789.044922;11077.357422;114368
2019-10-04;14822.000977;14962.064453;14762.268555;14780.805664;11071.185547;72126
2019-11-04;14879.673828;14879.673828;14574.830078;14675.758789;10992.503906;84276
2019-12-04;14655.161133;14889.972656;14595.427734;14824.060547;11103.583984;99854
2019-04-15;14848.778320;14869.375000;14754.029297;14822.000977;11102.042969;55162
2019-04-16;14836.418945;15036.215820;14782.865234;14992.960938;11230.095703;140689
2019-04-17;14964.124023;15067.112305;14908.510742;15036.215820;11262.495117;87592
2019-04-18;15036.215820;15036.215820;14811.702148;14943.526367;11193.068359;110691
2019-04-19;14916.750000;14982.662109;14906.451172;14943.526367;11193.068359;23068
2019-04-22;14984.721680;15023.857422;14957.945313;14962.064453;11206.954102;22975
2019-04-23;14962.064453;14978.542969;14762.268555;14861.136719;11131.356445;81990
2019-04-24;14859.077148;14875.554688;14622.205078;14743.730469;11043.416992;102532
2019-04-25;14714.893555;14912.629883;14605.726563;14902.331055;11162.211914;119434
2019-04-26;14879.673828;15165.980469;14811.702148;15159.800781;11355.063477;133839
2019-04-29;15118.605469;15238.071289;14881.734375;14922.928711;11177.639648;77500
2019-04-30;14974.422852;14974.422852;14636.623047;14770.506836;11063.472656;151449
2019-02-05;14743.730469;14747.849609;14624.264648;14706.654297;11015.644531;61258
2019-03-05;14727.251953;14809.642578;14624.264648;14663.399414;10983.246094;97969
2019-06-05;14613.965820;14830.240234;14500.679688;14830.240234;11108.213867;81926
2019-07-05;14789.044922;14869.375000;14574.830078;14574.830078;10916.906250;115126
2019-08-05;14583.069336;14624.264648;14510.977539;14529.515625;10882.964844;140754
2019-10-05;14519.216797;14556.292969;14282.344727;14337.958984;10739.483398;119678
2019-05-13;14315.300781;14484.201172;14311.181641;14387.392578;10776.510742;111916
2019-05-14;14480.082031;14587.188477;14346.197266;14377.093750;10768.795898;104517
2019-05-15;14397.691406;14432.707031;14263.807617;14269.986328;10688.569336;101907
2019-05-16;14243.209961;14313.241211;14039.293945;14039.293945;10515.775391;103118
2019-05-17;14004.278320;14191.715820;13973.381836;13996.039063;10483.376953;115219
2019-05-20;14016.636719;14041.353516;13750.927734;13757.107422;10304.412109;152136
2019-05-21;13800.362305;14004.278320;13800.362305;13952.784180;10450.977539;163919
2019-05-22;13954.843750;14298.823242;13928.067383;14193.775391;10631.486328;155319
2019-05-23;14162.878906;14162.878906;13868.333984;13923.947266;10429.377930;136649
2019-05-24;13969.262695;14134.042969;13969.262695;14008.397461;10492.633789;104162
2019-05-27;14055.772461;14136.102539;14049.592773;14119.624023;10575.945313;35754
2019-05-28;14169.058594;14259.687500;14045.473633;14047.533203;10521.946289;273379
2019-05-29;14068.130859;14177.297852;14057.832031;14117.564453;10574.401367;114980
2019-05-30;14160.819336;14173.177734;14043.413086;14109.325195;10568.231445;117803
2019-05-31;14078.429688;14127.863281;14016.636719;14127.863281;10582.116211;142080
2019-03-06;14113.445313;14220.552734;14084.608398;14181.416992;10622.229492;124498
2019-04-06;14166.999023;14230.851563;14109.325195;14208.194336;10642.285156;185040
2019-05-06;14212.313477;14230.851563;14103.146484;14154.640625;10602.173828;139220
2019-06-06;14183.476563;14253.508789;14138.162109;14199.955078;10636.114258;130759
2019-07-06;14305.001953;14356.496094;14181.416992;14214.373047;10646.914063;189283
2019-10-06;14243.209961;14265.867188;13919.828125;14265.867188;10685.484375;393140
2019-11-06;14280.285156;14822.000977;14220.552734;14731.372070;11034.159180;316837
2019-06-13;14782.865234;15114.486328;14770.506836;15114.486328;11321.121094;217574
2019-06-14;15036.215820;15176.279297;14999.139648;15038.275391;11264.038086;124731
2019-06-17;15032.095703;15139.203125;14889.972656;14939.407227;11189.982422;117747
2019-06-18;14939.407227;15190.697266;14937.347656;15190.697266;11378.205078;142782
2019-06-19;15211.294922;15312.222656;15091.829102;15312.222656;11469.231445;179234
2019-06-20;14727.251953;14737.550781;14533.635742;14648.981445;11571.348633;323183
2019-06-21;14663.399414;14857.016602;14603.666992;14603.666992;11535.553711;260333
2019-06-24;14642.802734;14760.208008;14603.666992;14698.416016;11610.398438;78602
2019-06-25;14669.579102;14681.937500;14284.405273;14480.082031;11437.934570;148518
2019-06-26;14438.886719;14622.205078;14438.886719;14570.710938;11509.522461;112119
2019-06-27;14570.710938;14613.965820;14434.766602;14591.308594;11525.792969;77984
2019-06-28;14595.427734;14803.462891;14535.695313;14735.491211;11639.682617;102379
2019-01-07;14778.746094;14883.793945;14632.503906;14661.339844;11581.110352;99048
2019-02-07;14655.161133;14850.837891;14562.471680;14850.837891;11730.796875;106041
2019-03-07;14791.104492;14957.945313;14751.969727;14863.196289;11740.559570;112557
2019-04-07;14799.343750;14887.913086;14688.117188;14706.654297;11616.905273;87635
2019-05-07;14719.013672;14881.734375;14665.459961;14881.734375;11755.202148;98265
2019-08-07;14817.881836;14861.136719;14739.611328;14795.224609;11686.867188;62251
2019-09-07;14784.925781;14830.240234;14679.877930;14719.013672;11626.667969;82329
2019-10-07;14735.491211;14844.658203;14527.456055;14696.356445;11608.770508;132652
2019-11-07;14741.670898;14745.790039;14506.858398;14568.651367;11507.895508;71145
2019-12-07;14543.933594;14622.205078;14449.185547;14618.084961;11546.944336;50356
2019-07-15;14690.176758;14710.774414;14556.292969;14692.236328;11605.516602;54613
2019-07-16;14634.563477;14877.614258;14613.965820;14871.435547;11747.067383;123520
2019-07-17;14834.359375;15126.844727;14782.865234;14912.629883;11779.606445;131420
2019-07-18;14883.793945;15211.294922;14863.196289;15211.294922;12015.526367;182714
2019-07-19;15211.294922;15672.679688;15182.458008;15347.238281;12122.907227;224015
2019-07-22;15396.672852;15411.090820;15089.769531;15089.769531;11919.531250;97053
2019-07-23;15118.605469;15240.131836;15009.438477;15106.247070;11932.545898;82565
2019-07-24;15178.338867;15178.338867;14968.244141;15085.649414;11916.277344;76400
2019-07-25;15079.470703;15079.470703;14941.466797;15025.916992;11869.092773;102240
2019-07-26;15025.916992;15025.916992;14768.447266;14822.000977;11708.019531;181150
2019-07-29;14826.120117;14978.542969;14809.642578;14846.717773;11727.541992;63560
2019-07-30;14881.734375;14943.526367;14754.029297;14943.526367;11804.012695;94320
2019-07-31;14935.288086;15135.083984;14854.957031;15083.589844;11914.650391;105924
2019-01-08;15017.677734;15065.051758;14811.702148;14879.673828;11753.575195;88850
2019-02-08;14768.447266;14966.183594;14688.117188;14747.849609;11649.445313;124243
2019-05-08;14758.148438;14795.224609;14492.440430;14616.025391;11545.317383;163699
2019-06-08;14630.443359;14964.124023;14620.145508;14914.690430;11781.233398;160652
2019-07-08;14885.853516;15262.789063;14852.897461;15139.203125;11958.580078;186135
2019-08-08;15285.446289;15588.230469;15285.446289;15534.676758;12270.967773;315766
2019-09-08;15489.362305;15633.544922;15231.892578;15242.191406;12039.930664;174518
2019-12-08;15242.191406;15530.556641;15157.741211;15472.883789;12222.156250;177343
2019-08-13;15429.628906;15592.349609;15293.685547;15301.923828;12087.113281;156781
2019-08-14;15332.820313;15431.688477;15172.159180;15246.310547;12043.183594;137453
2019-08-15;15291.625000;15402.852539;15192.756836;15369.896484;12140.805664;146855
2019-08-16;15425.509766;15462.584961;15089.769531;15089.769531;11919.531250;126584
2019-08-19;15159.800781;15328.701172;15143.323242;15198.936523;12005.763672;107132
2019-08-20;15281.326172;15643.843750;15221.593750;15602.648438;12324.658203;224216
2019-08-21;15641.784180;15641.784180;15501.720703;15571.751953;12300.250977;123672
2019-08-22;15596.468750;15963.105469;15505.839844;15921.910156;12576.845703;232026
2019-08-23;15934.269531;16022.838867;15841.580078;15841.580078;12513.392578;152675
2019-08-26;15715.934570;15928.089844;15687.098633;15798.325195;12479.225586;114262
2019-08-27;15839.520508;15905.432617;15724.173828;15845.699219;12516.646484;241034
2019-08-28;15911.611328;15930.149414;15808.624023;15891.014648;12552.441406;250144
2019-08-29;15942.507813;16051.674805;15895.133789;16022.838867;12656.569336;184420
2019-08-30;16012.540039;16735.513672;15985.762695;16568.673828;13087.729492;735702
2019-02-09;16735.513672;17083.613281;16735.513672;16992.984375;13422.894531;364252
2019-03-09;16992.984375;17083.613281;16745.812500;16828.203125;13292.734375;243402
2019-04-09;16939.429688;17038.298828;16889.996094;16992.984375;13422.894531;158126
2019-05-09;17044.476563;17067.134766;16673.720703;16879.697266;13333.409180;222275
2019-06-09;16889.996094;16889.996094;16595.451172;16681.960938;13177.214844;150735
2019-09-09;16702.558594;16714.916016;16410.072266;16416.251953;12967.329102;169533
2019-10-09;16436.849609;16478.044922;16278.248047;16420.371094;12970.583984;180406
2019-11-09;16430.669922;16529.539063;16331.801758;16482.164063;13019.394531;185704
2019-12-09;16488.343750;16541.896484;16274.128906;16426.550781;12975.465820;201591
2019-09-13;16440.968750;16440.968750;16117.586914;16117.586914;12731.412109;170030
2019-09-16;16154.663086;16340.041016;15961.045898;16319.443359;12890.860352;189471
2019-09-17;16274.128906;16414.191406;16206.157227;16302.964844;12877.843750;128576
2019-09-18;16298.845703;16581.033203;16259.710938;16581.033203;13097.493164;145554
2019-09-19;16581.033203;16630.466797;16383.295898;16430.669922;12978.720703;155038
2019-09-20;16465.685547;16609.869141;16383.295898;16609.869141;13120.269531;127591
2019-09-23;16591.332031;16838.501953;16574.853516;16795.246094;13266.701172;156568
2019-09-24;16807.605469;16815.843750;16556.314453;16576.912109;13094.236328;127282
2019-09-25;16570.734375;16758.171875;16500.701172;16758.171875;13237.416016;121465
2019-09-26;16787.007813;16916.773438;16731.394531;16877.636719;13331.782227;107677
2019-09-27;16889.996094;17058.896484;16834.382813;16960.027344;13396.863281;112817
2019-09-30;17023.878906;17194.839844;16947.667969;17184.541016;13574.207031;176129
2019-01-10;17238.093750;17250.453125;16984.744141;17219.556641;13601.867188;147362
2019-02-10;17219.556641;17221.617188;17065.074219;17168.062500;13561.191406;158542
2019-03-10;17147.464844;17215.437500;16995.042969;17098.031250;13505.872070;183113
2019-04-10;16298.845703;16416.251953;16255.590820;16368.877930;13634.797852;169458
2019-07-10;16368.877930;16657.244141;16294.726563;16527.478516;13766.906250;154629
2019-08-10;16480.103516;16541.896484;16377.116211;16508.941406;13751.466797;99277
2019-09-10;16513.060547;16749.931641;16484.224609;16585.152344;13814.948242;162963
2019-10-10;16587.210938;16671.662109;16480.103516;16622.226563;13845.830078;111746
2019-11-10;16624.287109;16644.884766;16504.822266;16558.375000;13792.642578;88015
2019-10-14;16508.941406;16560.435547;16383.295898;16422.431641;13679.406250;85468
2019-10-15;16375.056641;16513.060547;16307.084961;16500.701172;13744.603516;124020
2019-10-16;16568.673828;16675.781250;16502.761719;16651.064453;13869.850586;95217
2019-10-17;16634.585938;16673.720703;16531.597656;16626.347656;13849.262695;65858
2019-10-18;16642.824219;16760.230469;16570.734375;16735.513672;13940.194336;81762
2019-10-21;16735.513672;16832.322266;16634.585938;16793.187500;13988.235352;80115
2019-10-22;16770.529297;17023.878906;16562.494141;16953.847656;14122.059570;297429
2019-10-23;16992.984375;17038.298828;16861.158203;17038.298828;14192.405273;90275
2019-10-24;17036.238281;17641.806641;16982.685547;17641.806641;14695.110352;193267
2019-10-25;17662.404297;17806.585938;17458.488281;17713.898438;14755.160156;179784
2019-10-28;17713.898438;18949.751953;17713.898438;18243.255859;15196.097656;459333
2019-10-29;18286.509766;18486.306641;18026.980469;18484.246094;15396.837891;189382
2019-10-30;18434.812500;18735.537109;18362.720703;18735.537109;15606.154297;187494
2019-10-31;18787.031250;18883.839844;18311.226563;18422.453125;15345.366211;237183
2019-01-11;18432.751953;18764.373047;18249.433594;18729.357422;15601.007813;190746
2019-05-11;18743.775391;18789.089844;18517.203125;18681.982422;15561.546875;110799
2019-06-11;18642.847656;18850.882813;18541.919922;18850.882813;15702.236328;173439
2019-07-11;19052.738281;19295.791016;18850.882813;19264.894531;16047.094727;285550
2019-08-11;19336.984375;19359.642578;18951.810547;19073.335938;15887.534180;179684
2019-11-11;19054.798828;19194.861328;18531.621094;18653.146484;15537.525391;309409
2019-12-11;18560.457031;18628.429688;18053.757813;18169.103516;15134.333984;321308
2019-11-13;18125.849609;18138.207031;17882.796875;17942.531250;14945.604492;178645
2019-11-14;17909.574219;18300.927734;17744.794922;17946.650391;14949.037109;229146
2019-11-15;17971.367188;18255.613281;17971.367188;18208.238281;15166.930664;133506
2019-11-18;18220.597656;18370.958984;17835.423828;17876.619141;14890.702148;229170
2019-11-19;17767.451172;18162.923828;17726.255859;18117.609375;15091.440430;185367
2019-11-20;18064.056641;18173.222656;17901.335938;18173.222656;15137.764648;108001
2019-11-21;18160.865234;18274.152344;18024.921875;18185.582031;15148.058594;122731
2019-11-22;18125.849609;18288.570313;17934.291016;17998.144531;14991.927734;139843
2019-11-25;18022.861328;18092.892578;17775.691406;17862.201172;14878.692383;145961
2019-11-26;17874.558594;18004.324219;17734.496094;17755.093750;14789.474609;286239
2019-11-27;17744.794922;17837.482422;17617.089844;17726.255859;14765.456055;98949
2019-11-28;17701.539063;17785.990234;17001.222656;17685.060547;14731.140625;146903
2019-11-29;17615.029297;17664.462891;17507.921875;17555.296875;14623.049805;104369
2019-02-12;17528.519531;17755.093750;17415.232422;17604.730469;14664.228516;208519
2019-03-12;17633.568359;17981.666016;17575.894531;17821.005859;14844.377930;215562
2019-04-12;17821.005859;17967.248047;17713.898438;17761.271484;14794.621094;116801
2019-05-12;17835.423828;18158.804688;17777.750000;18148.505859;15117.175781;164657
2019-06-12;18175.283203;18587.234375;18162.923828;18587.234375;15482.624023;214855
2019-09-12;18595.472656;19019.783203;18543.978516;18970.349609;15801.749023;195739
2019-10-12;18990.947266;19030.082031;18562.517578;19030.082031;15851.504883;201758
2019-11-12;19034.201172;19271.072266;18925.033203;19236.056641;16023.073242;190702
2019-12-12;19279.312500;19730.398438;19221.638672;19493.527344;16237.538086;265027
2019-12-13;19555.320313;20076.437500;19505.884766;20055.839844;16705.929688;268147
2019-12-16;20082.617188;20574.898438;19998.166016;20311.250000;16918.681641;310007
2019-12-17;20340.085938;20387.460938;19991.988281;20086.736328;16731.667969;281694
2019-12-18;20082.617188;20212.380859;19796.310547;20212.380859;16836.324219;267870
2019-12-19;20195.904297;20443.074219;20185.605469;20387.460938;16982.160156;203543
2019-12-20;20405.998047;20521.345703;20348.326172;20366.863281;16965.001953;153141
2019-12-23;20263.875000;20338.027344;20072.318359;20263.875000;16879.216797;181795
2019-12-24;20214.441406;20267.994141;20107.333984;20216.500000;16839.753906;86291
2019-12-25;20267.994141;20484.269531;19956.972656;20484.269531;17062.798828;110874
2019-12-26;19924.015625;19934.314453;19676.845703;19794.251953;16989.048828;188284
2019-12-27;19775.712891;19928.134766;19775.712891;19868.402344;17052.691406;107778
2019-12-30;19901.357422;19967.269531;19672.724609;19672.724609;16884.744141;120919
2020-03-01;19814.847656;20053.779297;19711.861328;20029.062500;17190.582031;127249
2020-06-01;20191.783203;20202.082031;19973.449219;20173.246094;17314.333984;94002
2020-08-01;20169.126953;20443.074219;20049.660156;20443.074219;17545.919922;135520
2020-09-01;20453.373047;20500.748047;20228.859375;20430.714844;17535.314453;168469
2020-10-01;20422.476563;20500.748047;20255.636719;20471.910156;17570.669922;101711
2020-01-13;20515.166016;20988.910156;20443.074219;20970.371094;17998.490234;227938
2020-01-14;21011.566406;21159.869141;20513.105469;20597.556641;17678.509766;280226
2020-01-15;20638.750000;21069.240234;20609.914063;21005.386719;18028.542969;223996
2020-01-16;21137.210938;21524.445313;21034.224609;21524.445313;18474.042969;202525
2020-01-17;21524.445313;22181.507813;21460.593750;22167.089844;19025.611328;339869
2020-01-20;22447.216797;22760.298828;22296.853516;22502.830078;19313.771484;262859
2020-01-21;22399.841797;22418.378906;22090.878906;22090.878906;18960.201172;174952
2020-01-22;22245.359375;22333.929688;21808.691406;21946.695313;18836.453125;192324
2020-01-23;21946.695313;22268.017578;21637.732422;21777.794922;18691.490234;197318
2020-01-24;21839.587891;22195.925781;21781.916016;21821.050781;18728.613281;149791
2020-01-27;21563.580078;21800.453125;21442.054688;21730.421875;18650.826172;215777
2020-01-28;21773.675781;22055.863281;21631.552734;21917.859375;18811.701172;191525
2020-01-29;22012.607422;22109.416016;21833.408203;21864.304688;18765.736328;185086
2020-01-30;21759.257813;21874.603516;21493.548828;21503.847656;18456.363281;161014
2020-01-31;21713.943359;21818.990234;21199.003906;21421.457031;18385.650391;189399
2020-03-02;21337.007813;21398.800781;20974.490234;21019.804688;18040.919922;218756
2020-04-02;21153.689453;21755.138672;21153.689453;21522.386719;18472.277344;387753
2020-05-02;21697.464844;22039.384766;21493.548828;21952.875000;18841.755859;295333
2020-06-02;22144.431641;22313.332031;21864.304688;21874.603516;18774.578125;205626
2020-07-02;21748.958984;22000.250000;21683.046875;21833.408203;18739.220703;193702
